codec	image	setting	bytes	bpp	psnr_db	ssim
c2di-ycocg	kodim04.png	ratio=40	21796	0.4434	31.712	0.83386
c2di-ycocg	kodim04.png	ratio=50	16073	0.3270	30.563	0.79945
c2di-ycocg	kodim04.png	ratio=60	11995	0.2440	29.482	0.76265
c2di-ycocg	kodim04.png	ratio=80	7206	0.1466	27.766	0.69908
c2di-ycocg	kodim04.png	ratio=120	2331	0.0474	24.270	0.58924
c2di-ycocg+bp	kodim04.png	ratio=2	748421	15.2267	95.231	1.00000
c2di-ycocg+bp	kodim04.png	ratio=3	492159	10.0130	57.089	0.99905
c2di-ycocg+bp	kodim04.png	ratio=5	282881	5.7552	49.656	0.99511
c2di-ycocg+bp	kodim04.png	ratio=8	167441	3.4066	44.935	0.98634
c2di-ycocg+bp	kodim04.png	ratio=12	102718	2.0898	41.134	0.97001
c2di-ycocg+bp	kodim04.png	ratio=20	58765	1.1956	37.536	0.94057
c2di-ycocg+bp	kodim04.png	ratio=30	36349	0.7395	34.969	0.90568
c2di-ycocg+bp	kodim04.png	ratio=40	24922	0.5070	33.285	0.87281
c2di-ycocg+bp	kodim04.png	ratio=50	19710	0.4010	32.332	0.85061
c2di-ycocg+bp	kodim04.png	ratio=60	14386	0.2927	31.142	0.81696
c2di-ycocg+bp	kodim04.png	ratio=80	9622	0.1958	29.750	0.77155
c2di-ycocg+bp	kodim04.png	ratio=120	3952	0.0804	26.979	0.66690
c2di-ycocg+bp+lo	kodim04.png	ratio=2	729893	14.8497	80.069	1.00000
c2di-ycocg+bp+lo	kodim04.png	ratio=3	475064	9.6652	55.295	0.99867
c2di-ycocg+bp+lo	kodim04.png	ratio=5	282104	5.7394	49.013	0.99457
c2di-ycocg+bp+lo	kodim04.png	ratio=8	166943	3.3965	44.102	0.98431
c2di-ycocg+bp+lo	kodim04.png	ratio=12	106991	2.1767	40.617	0.96851
c2di-ycocg+bp+lo	kodim04.png	ratio=20	62349	1.2685	37.141	0.94012
c2di-ycocg+bp+lo	kodim04.png	ratio=30	38787	0.7891	34.634	0.90269
c2di-ycocg+bp+lo	kodim04.png	ratio=40	26771	0.5447	33.176	0.87514
c2di-ycocg+bp+lo	kodim04.png	ratio=50	19420	0.3951	32.005	0.84509
c2di-ycocg+bp+lo	kodim04.png	ratio=60	15007	0.3053	31.168	0.82131
c2di-ycocg+bp+lo	kodim04.png	ratio=80	9385	0.1909	29.703	0.77129
c2di-ycocg+bp+lo	kodim04.png	ratio=120	4468	0.0909	26.941	0.67898
jpeg	kodim04.png	q=95	150587	3.0637	40.908	0.97517
jpeg	kodim04.png	q=85	79245	1.6122	36.982	0.94727
jpeg	kodim04.png	q=75	57276	1.1653	35.257	0.92744
jpeg	kodim04.png	q=60	42707	0.8689	33.901	0.90689
jpeg	kodim04.png	q=45	34535	0.7026	32.943	0.88842
jpeg	kodim04.png	q=30	26371	0.5365	31.705	0.85979
jpeg	kodim04.png	q=18	18886	0.3842	29.972	0.81592
jpeg	kodim04.png	q=10	13051	0.2655	27.827	0.74789
jpeg	kodim04.png	q=5	9301	0.1892	24.369	0.64185
jpeg2k	kodim04.png	r=2	460005	9.3588	200.000	1.00000
jpeg2k	kodim04.png	r=4	294418	5.9899	49.768	0.99560
jpeg2k	kodim04.png	r=8	147374	2.9983	43.101	0.98147
jpeg2k	kodim04.png	r=16	73734	1.5001	38.897	0.95571
jpeg2k	kodim04.png	r=32	36809	0.7489	35.238	0.91290
jpeg2k	kodim04.png	r=64	18173	0.3697	32.291	0.85719
jpeg2k	kodim04.png	r=128	9163	0.1864	30.037	0.79534
jpegxl	kodim04.png	d=0.5	141133	2.8714	42.699	0.98358
jpegxl	kodim04.png	d=1.0	84496	1.7191	39.529	0.96764
jpegxl	kodim04.png	d=1.5	58996	1.2003	37.301	0.94905
jpegxl	kodim04.png	d=2.5	36521	0.7430	34.675	0.91528
jpegxl	kodim04.png	d=4.0	23177	0.4715	32.744	0.87456
jpegxl	kodim04.png	d=6.0	16045	0.3264	31.508	0.83823
jpegxl	kodim04.png	d=9.0	11143	0.2267	30.143	0.79069
jpegxl	kodim04.png	d=14.0	7218	0.1469	28.510	0.72656
webp	kodim04.png	q=98	164784	3.3525	43.142	0.98561
webp	kodim04.png	q=90	84994	1.7292	39.803	0.96849
webp	kodim04.png	q=80	47212	0.9605	36.477	0.93554
webp	kodim04.png	q=65	31990	0.6508	34.542	0.90842
webp	kodim04.png	q=50	25008	0.5088	33.519	0.88843
webp	kodim04.png	q=35	18814	0.3828	32.318	0.86174
webp	kodim04.png	q=25	14782	0.3007	31.415	0.83588
webp	kodim04.png	q=15	11004	0.2239	30.406	0.79982
webp	kodim04.png	q=8	8402	0.1709	29.595	0.76827
webp	kodim04.png	q=3	6428	0.1308	28.781	0.73545
avif	kodim04.png	q=85	86155	1.7528	40.969	0.97358
avif	kodim04.png	q=70	55663	1.1325	38.470	0.95567
avif	kodim04.png	q=55	31828	0.6475	35.651	0.92691
avif	kodim04.png	q=40	15645	0.3183	32.927	0.87520
avif	kodim04.png	q=30	9909	0.2016	31.428	0.83445
avif	kodim04.png	q=22	7068	0.1438	30.372	0.80170
avif	kodim04.png	q=15	5220	0.1062	29.471	0.76713
avif	kodim04.png	q=10	4521	0.0920	29.023	0.75137
avif	kodim04.png	q=5	3429	0.0698	28.244	0.71890
heic	kodim04.png	q=85	247310	5.0315	43.410	0.99014
heic	kodim04.png	q=70	141793	2.8848	41.983	0.98464
heic	kodim04.png	q=55	74503	1.5158	39.322	0.96903
heic	kodim04.png	q=40	27331	0.5561		
heic	kodim04.png	q=30	12771	0.2598		
heic	kodim04.png	q=22	6755	0.1374		
heic	kodim04.png	q=15	4308	0.0876		
heic	kodim04.png	q=10	2837	0.0577		
heic	kodim04.png	q=5	2224	0.0452		
vvc	kodim04.png	qp=18	133047	2.7068		
vvc	kodim04.png	qp=24	84522	1.7196		
vvc	kodim04.png	qp=30	41767	0.8498		
vvc	kodim04.png	qp=36	17664	0.3594		
vvc	kodim04.png	qp=42	7719	0.1570	31.102	0.81902
vvc	kodim04.png	qp=48	2971	0.0604	28.693	0.73170
vvc	kodim04.png	qp=54	1711	0.0348	27.234	0.67684
vvc	kodim04.png	qp=60	915	0.0186	24.921	0.61466
c2d	kodim05.png	ratio=2	590246	12.0086	46.128	0.99642
c2d	kodim05.png	ratio=3	393888	8.0137	39.311	0.98564
c2d	kodim05.png	ratio=5	234088	4.7625	33.369	0.95250
c2d	kodim05.png	ratio=8	146180	2.9740	29.534	0.89770
c2d	kodim05.png	ratio=12	96449	1.9623	26.982	0.83124
c2d	kodim05.png	ratio=20	57578	1.1714	24.480	0.73256
c2d	kodim05.png	ratio=30	37529	0.7635	22.807	0.64080
c2d	kodim05.png	ratio=40	27655	0.5626	21.728	0.56944
c2d	kodim05.png	ratio=50	22132	0.4503	20.943	0.51009
c2d	kodim05.png	ratio=60	17870	0.3636	20.299	0.45802
c2d	kodim05.png	ratio=80	13442	0.2735	19.453	0.39644
c2d	kodim05.png	ratio=120	9012	0.1833	18.211	0.30445
c2d-ycocg	kodim05.png	ratio=2	590947	12.0228	54.946	0.99949
c2d-ycocg	kodim05.png	ratio=3	390165	7.9379	48.673	0.99797
c2d-ycocg	kodim05.png	ratio=5	236238	4.8063	41.995	0.99195
c2d-ycocg	kodim05.png	ratio=8	147026	2.9913	36.342	0.97517
c2d-ycocg	kodim05.png	ratio=12	96417	1.9616	32.314	0.94431
c2d-ycocg	kodim05.png	ratio=20	57617	1.1722	28.434	0.87923
c2d-ycocg	kodim05.png	ratio=30	38040	0.7739	25.956	0.80406
c2d-ycocg	kodim05.png	ratio=40	28522	0.5803	24.443	0.74182
c2d-ycocg	kodim05.png	ratio=50	22390	0.4555	23.307	0.68573
c2d-ycocg	kodim05.png	ratio=60	18574	0.3779	22.516	0.63624
c2d-ycocg	kodim05.png	ratio=80	13846	0.2817	21.236	0.55333
c2d-ycocg	kodim05.png	ratio=120	8982	0.1827	19.629	0.42057
c2di-ycocg	kodim05.png	ratio=2	585229	11.9065	55.982	0.99955
c2di-ycocg	kodim05.png	ratio=3	400397	8.1461	50.146	0.99837
c2di-ycocg	kodim05.png	ratio=5	233927	4.7593	43.192	0.99291
c2di-ycocg	kodim05.png	ratio=8	144866	2.9473	37.561	0.97861
c2di-ycocg	kodim05.png	ratio=12	94030	1.9130	33.403	0.95122
c2di-ycocg	kodim05.png	ratio=20	52014	1.0582	29.037	0.88449
c2di-ycocg	kodim05.png	ratio=30	31856	0.6481	26.282	0.80580
c2di-ycocg	kodim05.png	ratio=40	21387	0.4351	24.481	0.73219
c2di-ycocg	kodim05.png	ratio=50	16645	0.3386	23.479	0.68140
c2di-ycocg	kodim05.png	ratio=60	11757	0.2392	22.295	0.60924
c2di-ycocg	kodim05.png	ratio=80	6682	0.1359	20.652	0.48937
c2di-ycocg	kodim05.png	ratio=120	2175	0.0443	18.041	0.29517
c2di-ycocg+bp	kodim05.png	ratio=2	725956	14.7696	75.099	0.99999
c2di-ycocg+bp	kodim05.png	ratio=3	486542	9.8987	54.065	0.99932
c2di-ycocg+bp	kodim05.png	ratio=5	286002	5.8187	47.238	0.99695
c2di-ycocg+bp	kodim05.png	ratio=8	170214	3.4630	40.864	0.98873
c2di-ycocg+bp	kodim05.png	ratio=12	110200	2.2420	36.162	0.97190
c2di-ycocg+bp	kodim05.png	ratio=20	65353	1.3296	31.612	0.93078
c2di-ycocg+bp	kodim05.png	ratio=30	39422	0.8020	28.230	0.86527
c2di-ycocg+bp	kodim05.png	ratio=40	27574	0.5610	26.282	0.80580
c2di-ycocg+bp	kodim05.png	ratio=50	21778	0.4431	25.158	0.76180
c2di-ycocg+bp	kodim05.png	ratio=60	17028	0.3464	24.151	0.71602
c2di-ycocg+bp	kodim05.png	ratio=80	10984	0.2235	22.572	0.62665
c2di-ycocg+bp	kodim05.png	ratio=120	4868	0.0990	20.179	0.45068
c2di-ycocg+bp+lo	kodim05.png	ratio=2	706962	14.3832	67.344	0.99997
c2di-ycocg+bp+lo	kodim05.png	ratio=3	474090	9.6454	53.013	0.99918
c2di-ycocg+bp+lo	kodim05.png	ratio=5	285177	5.8019	46.433	0.99659
c2di-ycocg+bp+lo	kodim05.png	ratio=8	175318	3.5669	40.152	0.98840
c2di-ycocg+bp+lo	kodim05.png	ratio=12	116574	2.3717	35.641	0.97285
c2di-ycocg+bp+lo	kodim05.png	ratio=20	64831	1.3190	30.700	0.92840
c2di-ycocg+bp+lo	kodim05.png	ratio=30	41441	0.8431	27.961	0.87632
c2di-ycocg+bp+lo	kodim05.png	ratio=40	29003	0.5901	26.156	0.82503
c2di-ycocg+bp+lo	kodim05.png	ratio=50	22471	0.4572	25.085	0.78154
c2di-ycocg+bp+lo	kodim05.png	ratio=60	17142	0.3488	24.109	0.73495
c2di-ycocg+bp+lo	kodim05.png	ratio=80	11348	0.2309	22.625	0.63848
c2di-ycocg+bp+lo	kodim05.png	ratio=120	4851	0.0987	20.228	0.45869
jpeg	kodim05.png	q=95	225619	4.5902	39.202	0.98833
jpeg	kodim05.png	q=85	132857	2.7030	34.570	0.97153
jpeg	kodim05.png	q=75	101048	2.0558	32.308	0.95641
jpeg	kodim05.png	q=60	78403	1.5951	30.434	0.93768
jpeg	kodim05.png	q=45	64949	1.3214	29.196	0.92010
jpeg	kodim05.png	q=30	50964	1.0369	27.731	0.89296
jpeg	kodim05.png	q=18	36981	0.7524	25.992	0.84624
jpeg	kodim05.png	q=10	24890	0.5064	23.943	0.76552
jpeg	kodim05.png	q=5	15266	0.3106	21.385	0.62129
jpeg2k	kodim05.png	r=2	531625	10.8159	200.000	1.00000
jpeg2k	kodim05.png	r=4	294603	5.9937	46.291	0.99638
jpeg2k	kodim05.png	r=8	147429	2.9995	39.101	0.98420
jpeg2k	kodim05.png	r=16	73500	1.4954	32.482	0.94583
jpeg2k	kodim05.png	r=32	36798	0.7487	27.816	0.86853
jpeg2k	kodim05.png	r=64	18404	0.3744	24.666	0.76070
jpeg2k	kodim05.png	r=128	9224	0.1877	22.305	0.63706
jpegxl	kodim05.png	d=0.5	192380	3.9140	39.604	0.99044
jpegxl	kodim05.png	d=1.0	130003	2.6449	36.610	0.98140
jpegxl	kodim05.png	d=1.5	100764	2.0500	34.523	0.97108
jpegxl	kodim05.png	d=2.5	70056	1.4253	31.684	0.94644
jpegxl	kodim05.png	d=4.0	48710	0.9910	29.207	0.90803
jpegxl	kodim05.png	d=6.0	34342	0.6987	27.366	0.86081
jpegxl	kodim05.png	d=9.0	24240	0.4932	25.549	0.79416
jpegxl	kodim05.png	d=14.0	15774	0.3209	23.625	0.69279
webp	kodim05.png	q=98	227050	4.6193	41.620	0.99348
webp	kodim05.png	q=90	141422	2.8772	38.343	0.98648
webp	kodim05.png	q=80	95440	1.9417	34.997	0.97250
webp	kodim05.png	q=65	71500	1.4547	32.687	0.95544
webp	kodim05.png	q=50	60524	1.2314	31.474	0.94294
webp	kodim05.png	q=35	49488	1.0068	30.043	0.92510
webp	kodim05.png	q=25	41278	0.8398	28.890	0.90561
webp	kodim05.png	q=15	32194	0.6550	27.543	0.87228
webp	kodim05.png	q=8	25588	0.5206	26.477	0.83499
webp	kodim05.png	q=3	19436	0.3954	25.316	0.78140
avif	kodim05.png	q=85	128855	2.6216	38.893	0.98614
avif	kodim05.png	q=70	89914	1.8293	35.870	0.97479
avif	kodim05.png	q=55	53364	1.0857	31.931	0.94637
avif	kodim05.png	q=40	30794	0.6265	28.474	0.89113
avif	kodim05.png	q=30	21206	0.4314	26.629	0.83727
avif	kodim05.png	q=22	15789	0.3212	25.225	0.78271
avif	kodim05.png	q=15	11411	0.2322	23.994	0.71705
avif	kodim05.png	q=10	9507	0.1934	23.340	0.68047
avif	kodim05.png	q=5	6614	0.1346	22.195	0.60696
heic	kodim05.png	q=85	269436	5.4817	40.823	0.99355
heic	kodim05.png	q=70	166931	3.3962	39.319	0.98966
heic	kodim05.png	q=55	101904	2.0732	36.475	0.97954
heic	kodim05.png	q=40	50201	1.0213		
heic	kodim05.png	q=30	28572	0.5813		
heic	kodim05.png	q=22	16922	0.3443		
heic	kodim05.png	q=15	10974	0.2233		
heic	kodim05.png	q=10	6597	0.1342		
heic	kodim05.png	q=5	4709	0.0958		
vvc	kodim05.png	qp=18	146007	2.9705		
vvc	kodim05.png	qp=24	102062	2.0765		
vvc	kodim05.png	qp=30	61747	1.2562		
vvc	kodim05.png	qp=36	33207	0.6756	30.075	0.91889
vvc	kodim05.png	qp=42	17531	0.3567	26.635	0.83093
vvc	kodim05.png	qp=48	6816	0.1387	23.217	0.66175
vvc	kodim05.png	qp=54	2982	0.0607	20.832	0.50550
vvc	kodim05.png	qp=60	1168	0.0238	18.583	0.33503
c2d	kodim06.png	ratio=2	585436	11.9107	48.981	0.99580
c2d	kodim06.png	ratio=3	391895	7.9731	42.411	0.98487
c2d	kodim06.png	ratio=5	233095	4.7423	36.510	0.95795
c2d	kodim06.png	ratio=8	145933	2.9690	32.696	0.91646
c2d	kodim06.png	ratio=12	95819	1.9494	29.916	0.86247
c2d	kodim06.png	ratio=20	56317	1.1458	27.380	0.77632
c2d	kodim06.png	ratio=30	37063	0.7540	25.843	0.70107
c2d	kodim06.png	ratio=40	27340	0.5562	24.875	0.64664
c2d	kodim06.png	ratio=50	22015	0.4479	24.233	0.60382
c2d	kodim06.png	ratio=60	17914	0.3645	23.727	0.56621
c2d	kodim06.png	ratio=80	13111	0.2667	23.013	0.51156
c2d	kodim06.png	ratio=120	9062	0.1844	22.162	0.45279
c2d-ycocg	kodim06.png	ratio=2	587544	11.9536	57.165	0.99933
c2d-ycocg	kodim06.png	ratio=3	392244	7.9802	50.590	0.99712
c2d-ycocg	kodim06.png	ratio=5	233664	4.7539	44.681	0.99037
c2d-ycocg	kodim06.png	ratio=8	144758	2.9451	39.725	0.97673
c2d-ycocg	kodim06.png	ratio=12	97219	1.9779	36.079	0.95614
c2d-ycocg	kodim06.png	ratio=20	56917	1.1580	32.038	0.90964
c2d-ycocg	kodim06.png	ratio=30	38107	0.7753	29.591	0.85676
c2d-ycocg	kodim06.png	ratio=40	28737	0.5847	28.065	0.81013
c2d-ycocg	kodim06.png	ratio=50	22321	0.4541	26.804	0.76019
c2d-ycocg	kodim06.png	ratio=60	18549	0.3774	26.075	0.72260
c2d-ycocg	kodim06.png	ratio=80	13826	0.2813	24.955	0.65898
c2d-ycocg	kodim06.png	ratio=120	9122	0.1856	23.548	0.56031
c2di-ycocg	kodim06.png	ratio=2	595875	12.1231	60.998	0.99967
c2di-ycocg	kodim06.png	ratio=3	397573	8.0886	52.316	0.99790
c2di-ycocg	kodim06.png	ratio=5	232718	4.7347	46.362	0.99217
c2di-ycocg	kodim06.png	ratio=8	145397	2.9581	41.152	0.97958
c2di-ycocg	kodim06.png	ratio=12	90869	1.8487	36.697	0.95528
c2di-ycocg	kodim06.png	ratio=20	51207	1.0418	32.481	0.90316
c2di-ycocg	kodim06.png	ratio=30	32032	0.6517	29.759	0.83892
c2di-ycocg	kodim06.png	ratio=40	21817	0.4439	27.948	0.77643
c2di-ycocg	kodim06.png	ratio=50	15470	0.3147	26.603	0.71675
c2di-ycocg	kodim06.png	ratio=60	11681	0.2377	25.697	0.67132
c2di-ycocg	kodim06.png	ratio=80	7212	0.1467	24.402	0.59624
c2di-ycocg	kodim06.png	ratio=120	2298	0.0468	22.231	0.45834
c2di-ycocg+bp	kodim06.png	ratio=2	733381	14.9207	85.795	1.00000
c2di-ycocg+bp	kodim06.png	ratio=3	475897	9.6821	56.858	0.99922
c2di-ycocg+bp	kodim06.png	ratio=5	280718	5.7112	49.993	0.99644
c2di-ycocg+bp	kodim06.png	ratio=8	163069	3.3176	44.230	0.98816
c2di-ycocg+bp	kodim06.png	ratio=12	105369	2.1437	39.809	0.97430
c2di-ycocg+bp	kodim06.png	ratio=20	59417	1.2088	34.979	0.93883
c2di-ycocg+bp	kodim06.png	ratio=30	35924	0.7309	31.693	0.88803
c2di-ycocg+bp	kodim06.png	ratio=40	25001	0.5086	29.759	0.83892
c2di-ycocg+bp	kodim06.png	ratio=50	18229	0.3709	28.302	0.79058
c2di-ycocg+bp	kodim06.png	ratio=60	13966	0.2841	27.242	0.74764
c2di-ycocg+bp	kodim06.png	ratio=80	8683	0.1767	25.697	0.67132
c2di-ycocg+bp	kodim06.png	ratio=120	3959	0.0805	23.767	0.55769
c2di-ycocg+bp+lo	kodim06.png	ratio=2	714187	14.5302	76.238	0.99998
c2di-ycocg+bp+lo	kodim06.png	ratio=3	475148	9.6669	55.816	0.99907
c2di-ycocg+bp+lo	kodim06.png	ratio=5	279483	5.6861	49.298	0.99594
c2di-ycocg+bp+lo	kodim06.png	ratio=8	166732	3.3922	43.425	0.98722
c2di-ycocg+bp+lo	kodim06.png	ratio=12	108713	2.2118	39.055	0.97304
c2di-ycocg+bp+lo	kodim06.png	ratio=20	60033	1.2214	34.247	0.93700
c2di-ycocg+bp+lo	kodim06.png	ratio=30	37669	0.7664	31.188	0.88640
c2di-ycocg+bp+lo	kodim06.png	ratio=40	27049	0.5503	29.400	0.84376
c2di-ycocg+bp+lo	kodim06.png	ratio=50	18848	0.3835	27.803	0.78829
c2di-ycocg+bp+lo	kodim06.png	ratio=60	15062	0.3064	26.972	0.75672
c2di-ycocg+bp+lo	kodim06.png	ratio=80	9564	0.1946	25.678	0.69282
c2di-ycocg+bp+lo	kodim06.png	ratio=120	4437	0.0903	23.890	0.57207
jpeg	kodim06.png	q=95	177140	3.6039	40.674	0.98316
jpeg	kodim06.png	q=85	99303	2.0203	35.958	0.96186
jpeg	kodim06.png	q=75	74325	1.5121	33.792	0.94455
jpeg	kodim06.png	q=60	57004	1.1597	31.973	0.92331
jpeg	kodim06.png	q=45	46858	0.9533	30.801	0.90553
jpeg	kodim06.png	q=30	36361	0.7398	29.425	0.87758
jpeg	kodim06.png	q=18	26291	0.5349	27.803	0.83124
jpeg	kodim06.png	q=10	17578	0.3576	25.681	0.75435
jpeg	kodim06.png	q=5	11124	0.2263	22.981	0.62692
jpeg2k	kodim06.png	r=2	471381	9.5903	200.000	1.00000
jpeg2k	kodim06.png	r=4	294797	5.9977	49.495	0.99648
jpeg2k	kodim06.png	r=8	147331	2.9975	42.326	0.98363
jpeg2k	kodim06.png	r=16	73729	1.5000	36.577	0.95800
jpeg2k	kodim06.png	r=32	36808	0.7489	32.091	0.90294
jpeg2k	kodim06.png	r=64	18384	0.3740	28.641	0.81292
jpeg2k	kodim06.png	r=128	9207	0.1873	26.236	0.71766
jpegxl	kodim06.png	d=0.5	145349	2.9571	41.781	0.98770
jpegxl	kodim06.png	d=1.0	97232	1.9782	38.748	0.97740
jpegxl	kodim06.png	d=1.5	72403	1.4730	36.404	0.96412
jpegxl	kodim06.png	d=2.5	47189	0.9601	33.238	0.93274
jpegxl	kodim06.png	d=4.0	30671	0.6240	30.598	0.88709
jpegxl	kodim06.png	d=6.0	20912	0.4255	28.830	0.83667
jpegxl	kodim06.png	d=9.0	15672	0.3188	27.301	0.77307
jpegxl	kodim06.png	d=14.0	8967	0.1824	25.559	0.67945
webp	kodim06.png	q=98	186726	3.7990	43.217	0.99002
webp	kodim06.png	q=90	114972	2.3391	39.842	0.98144
webp	kodim06.png	q=80	70520	1.4347	36.155	0.96157
webp	kodim06.png	q=65	51034	1.0383	33.798	0.93857
webp	kodim06.png	q=50	42610	0.8669	32.645	0.92332
webp	kodim06.png	q=35	33282	0.6771	31.176	0.90166
webp	kodim06.png	q=25	26880	0.5469	30.067	0.87698
webp	kodim06.png	q=15	20268	0.4124	28.806	0.83764
webp	kodim06.png	q=8	15146	0.3081	27.658	0.78768
webp	kodim06.png	q=3	10780	0.2193	26.582	0.73031
avif	kodim06.png	q=85	104603	2.1282	40.238	0.98081
avif	kodim06.png	q=70	71531	1.4553	37.290	0.96765
avif	kodim06.png	q=55	41622	0.8468	33.325	0.93768
avif	kodim06.png	q=40	21343	0.4342	29.833	0.87406
avif	kodim06.png	q=30	13322	0.2710	28.025	0.81661
avif	kodim06.png	q=22	9165	0.1865	26.754	0.76219
avif	kodim06.png	q=15	6139	0.1249	25.631	0.70142
avif	kodim06.png	q=10	5039	0.1025	25.189	0.67380
avif	kodim06.png	q=5	3454	0.0703	24.284	0.61053
heic	kodim06.png	q=85	257672	5.2424	44.514	0.99434
heic	kodim06.png	q=70	159076	3.2364	42.504	0.99046
heic	kodim06.png	q=55	92027	1.8723	39.063	0.97900
heic	kodim06.png	q=40	41745	0.8493	33.935	0.94076
heic	kodim06.png	q=30	22010	0.4478	30.586	0.88386
heic	kodim06.png	q=22	11753	0.2391		
heic	kodim06.png	q=15	6916	0.1407		
heic	kodim06.png	q=10	3790	0.0771		
heic	kodim06.png	q=5	2545	0.0518		
vvc	kodim06.png	qp=18	129325	2.6311		
vvc	kodim06.png	qp=24	86885	1.7677		
vvc	kodim06.png	qp=30	49621	1.0095		
vvc	kodim06.png	qp=36	24384	0.4961		
vvc	kodim06.png	qp=42	10472	0.2131		
vvc	kodim06.png	qp=48	3186	0.0648		
vvc	kodim06.png	qp=54	1207	0.0246		
vvc	kodim06.png	qp=60	576	0.0117		
c2d	kodim07.png	ratio=2	593436	12.0735	53.939	0.99819
c2d	kodim07.png	ratio=3	392277	7.9809	47.513	0.99271
c2d	kodim07.png	ratio=5	232601	4.7323	41.964	0.98103
c2d	kodim07.png	ratio=8	145748	2.9653	37.782	0.96301
c2d	kodim07.png	ratio=12	96015	1.9534	34.755	0.93901
c2d	kodim07.png	ratio=20	57252	1.1648	31.501	0.89580
c2d	kodim07.png	ratio=30	38232	0.7778	29.327	0.85153
c2d	kodim07.png	ratio=40	27954	0.5687	27.601	0.80795
c2d	kodim07.png	ratio=50	22381	0.4553	26.432	0.77302
c2d	kodim07.png	ratio=60	18590	0.3782	25.566	0.74141
c2d	kodim07.png	ratio=80	13733	0.2794	24.107	0.68511
c2d	kodim07.png	ratio=120	9034	0.1838	22.272	0.58936
c2d-ycocg	kodim07.png	ratio=2	588166	11.9663	62.116	0.99975
c2d-ycocg	kodim07.png	ratio=3	393100	7.9976	53.183	0.99796
c2d-ycocg	kodim07.png	ratio=5	231374	4.7073	47.506	0.99296
c2d-ycocg	kodim07.png	ratio=8	146422	2.9790	43.207	0.98470
c2d-ycocg	kodim07.png	ratio=12	96368	1.9606	39.515	0.97261
c2d-ycocg	kodim07.png	ratio=20	57682	1.1735	35.456	0.94812
c2d-ycocg	kodim07.png	ratio=30	38153	0.7762	32.618	0.91788
c2d-ycocg	kodim07.png	ratio=40	28341	0.5766	30.726	0.88824
c2d-ycocg	kodim07.png	ratio=50	22335	0.4544	29.357	0.86020
c2d-ycocg	kodim07.png	ratio=60	18549	0.3774	28.271	0.83351
c2d-ycocg	kodim07.png	ratio=80	13746	0.2797	26.475	0.78520
c2d-ycocg	kodim07.png	ratio=120	9153	0.1862	24.278	0.70501
c2di-ycocg	kodim07.png	ratio=2	590953	12.0230	66.612	0.99988
c2di-ycocg	kodim07.png	ratio=3	392082	7.9769	54.074	0.99812
c2di-ycocg	kodim07.png	ratio=5	237651	4.8350	48.983	0.99421
c2di-ycocg	kodim07.png	ratio=8	145908	2.9685	44.851	0.98659
c2di-ycocg	kodim07.png	ratio=12	93265	1.8975	41.301	0.97768
c2di-ycocg	kodim07.png	ratio=20	53888	1.0964	37.122	0.95874
c2di-ycocg	kodim07.png	ratio=30	32112	0.6533	33.575	0.92606
c2di-ycocg	kodim07.png	ratio=40	21879	0.4451	31.300	0.89393
c2di-ycocg	kodim07.png	ratio=50	16740	0.3406	29.865	0.86742
c2di-ycocg	kodim07.png	ratio=60	11766	0.2394	28.167	0.82745
c2di-ycocg	kodim07.png	ratio=80	6992	0.1423	25.826	0.75541
c2di-ycocg	kodim07.png	ratio=120	2336	0.0475	22.268	0.59457
c2di-ycocg+bp	kodim07.png	ratio=2	735763	14.9691	200.000	1.00000
c2di-ycocg+bp	kodim07.png	ratio=3	494314	10.0568	61.934	0.99966
c2di-ycocg+bp	kodim07.png	ratio=5	280829	5.7135	51.768	0.99688
c2di-ycocg+bp	kodim07.png	ratio=8	166338	3.3842	47.410	0.99183
c2di-ycocg+bp	kodim07.png	ratio=12	100492	2.0445	43.794	0.98419
c2di-ycocg+bp	kodim07.png	ratio=20	56657	1.1527	39.413	0.97085
c2di-ycocg+bp	kodim07.png	ratio=30	37312	0.7591	36.351	0.95323
c2di-ycocg+bp	kodim07.png	ratio=40	26621	0.5416	33.985	0.93059
c2di-ycocg+bp	kodim07.png	ratio=50	19475	0.3962	32.046	0.90551
c2di-ycocg+bp	kodim07.png	ratio=60	15050	0.3062	30.585	0.88085
c2di-ycocg+bp	kodim07.png	ratio=80	9955	0.2025	28.495	0.83636
c2di-ycocg+bp	kodim07.png	ratio=120	4000	0.0814	24.853	0.71637
c2di-ycocg+bp+lo	kodim07.png	ratio=2	732557	14.9039	93.050	1.00000
c2di-ycocg+bp+lo	kodim07.png	ratio=3	475939	9.6830	58.688	0.99938
c2di-ycocg+bp+lo	kodim07.png	ratio=5	280746	5.7118	51.195	0.99662
c2di-ycocg+bp+lo	kodim07.png	ratio=8	162486	3.3058	46.587	0.99089
c2di-ycocg+bp+lo	kodim07.png	ratio=12	104105	2.1180	43.293	0.98468
c2di-ycocg+bp+lo	kodim07.png	ratio=20	58248	1.1851	38.872	0.97159
c2di-ycocg+bp+lo	kodim07.png	ratio=30	37912	0.7713	35.782	0.95525
c2di-ycocg+bp+lo	kodim07.png	ratio=40	26523	0.5396	33.584	0.93601
c2di-ycocg+bp+lo	kodim07.png	ratio=50	20262	0.4122	32.048	0.91670
c2di-ycocg+bp+lo	kodim07.png	ratio=60	15353	0.3124	30.646	0.89279
